,timestamp,energy,TimeMST,TemperatureC,Dew PointC,Humidity,Sea Level PressurehPa,VisibilityKm,Wind Direction,Wind SpeedKm/h,Gust SpeedKm/h,Precipitationmm,Events,Conditions,WindDirDegrees,DateUTC<br />,timestamp.1,weekday,hour,rand,seasonal
79,2015-01-04 14:00:00,10.92,2:51 PM,17.8,-1.7,27.0,1025.3,16.1,Variable,5.6,-,,,Partly Cloudy,0,2015-01-04 21:51:00<br />,2015-01-04 14:51:00,7,14,33,Break
80,2015-01-04 15:00:00,15.98,3:51 PM,17.8,-1.7,27.0,1025.5,16.1,Variable,7.4,-,,,Partly Cloudy,0,2015-01-04 22:51:00<br />,2015-01-04 15:51:00,7,15,73,Break
81,2015-01-04 16:00:00,11.64,4:51 PM,17.8,-1.7,27.0,1025.2,16.1,WNW,5.6,-,,,Mostly Cloudy,300,2015-01-04 23:51:00<br />,2015-01-04 16:51:00,7,16,83,Break
82,2015-01-04 17:00:00,7.88,5:51 PM,16.7,-1.7,29.0,1025.4,16.1,West,9.3,-,,,Mostly Cloudy,280,2015-01-05 00:51:00<br />,2015-01-04 17:51:00,7,17,97,Break
83,2015-01-04 18:00:00,8.1,6:51 PM,13.3,0.6,42.0,1025.6,16.1,SW,7.4,-,,,Mostly Cloudy,230,2015-01-05 01:51:00<br />,2015-01-04 18:51:00,7,18,7,Break
84,2015-01-04 19:00:00,6.53,7:51 PM,12.2,0.6,45.0,1026.0,16.1,Calm,Calm,-,,,Mostly Cloudy,0,2015-01-05 02:51:00<br />,2015-01-04 19:51:00,7,19,52,Break
85,2015-01-04 20:00:00,7.09,8:51 PM,11.7,0.6,47.0,1025.9,16.1,Calm,Calm,-,,,Mostly Cloudy,0,2015-01-05 03:51:00<br />,2015-01-04 20:51:00,7,20,73,Break
86,2015-01-04 21:00:00,5.54,9:51 PM,10.6,1.1,52.0,1026.2,16.1,Calm,Calm,-,,,Mostly Cloudy,0,2015-01-05 04:51:00<br />,2015-01-04 21:51:00,7,21,2,Break
87,2015-01-04 22:00:00,6.35,10:51 PM,10.0,1.7,57.0,1025.9,16.1,ESE,5.6,-,,,Mostly Cloudy,110,2015-01-05 05:51:00<br />,2015-01-04 22:51:00,7,22,60,Break
88,2015-01-04 23:00:00,6.0,11:51 PM,8.3,2.2,66.0,1026.0,16.1,SSE,5.6,-,,,Mostly Cloudy,150,2015-01-05 06:51:00<br />,2015-01-04 23:51:00,7,23,43,Break
89,2015-01-05 00:00:00,6.73,12:51 AM,8.9,1.7,61.0,1025.5,16.1,Calm,Calm,-,,,Scattered Clouds,0,2015-01-05 07:51:00<br />,2015-01-05 00:51:00,1,0,80,Break
90,2015-01-05 01:00:00,12.28,1:51 AM,8.3,1.7,63.0,1025.5,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-05 08:51:00<br />,2015-01-05 01:51:00,1,1,8,Break
91,2015-01-05 02:00:00,9.45,2:51 AM,8.3,1.1,61.0,1025.3,16.1,ESE,5.6,-,,,Partly Cloudy,110,2015-01-05 09:51:00<br />,2015-01-05 02:51:00,1,2,9,Break
92,2015-01-05 03:00:00,8.34,3:51 AM,7.8,1.1,63.0,1025.5,16.1,Calm,Calm,-,,,Clear,0,2015-01-05 10:51:00<br />,2015-01-05 03:51:00,1,3,91,Break
93,2015-01-05 04:00:00,8.92,4:51 AM,7.2,1.1,65.0,1025.4,16.1,Calm,Calm,-,,,Clear,0,2015-01-05 11:51:00<br />,2015-01-05 04:51:00,1,4,25,Break
94,2015-01-05 05:00:00,10.09,5:51 AM,6.7,1.1,68.0,1025.6,16.1,Calm,Calm,-,,,Clear,0,2015-01-05 12:51:00<br />,2015-01-05 05:51:00,1,5,58,Break
95,2015-01-05 06:00:00,8.52,6:51 AM,6.1,1.7,74.0,1025.8,16.1,East,7.4,-,,,Partly Cloudy,90,2015-01-05 13:51:00<br />,2015-01-05 06:51:00,1,6,21,Break
96,2015-01-05 07:00:00,8.69,7:51 AM,6.1,1.1,71.0,1026.4,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-05 14:51:00<br />,2015-01-05 07:51:00,1,7,96,Break
97,2015-01-05 08:00:00,9.64,8:51 AM,8.9,1.1,58.0,1027.5,16.1,NNE,5.6,-,,,Partly Cloudy,30,2015-01-05 15:51:00<br />,2015-01-05 08:51:00,1,8,35,Break
98,2015-01-05 09:00:00,10.73,9:51 AM,11.1,1.7,53.0,1027.6,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-05 16:51:00<br />,2015-01-05 09:51:00,1,9,34,Break
99,2015-01-05 10:00:00,8.94,10:51 AM,15.0,0.6,38.0,1026.9,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-05 17:51:00<br />,2015-01-05 10:51:00,1,10,95,Break
100,2015-01-05 11:00:00,9.09,11:51 AM,16.7,0.0,32.0,1025.3,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-05 18:51:00<br />,2015-01-05 11:51:00,1,11,51,Break
101,2015-01-05 12:00:00,10.52,12:51 PM,20.6,-3.3,20.0,1023.7,16.1,ENE,16.7,-,,,Partly Cloudy,60,2015-01-05 19:51:00<br />,2015-01-05 12:51:00,1,12,99,Break
102,2015-01-05 13:00:00,11.57,1:51 PM,21.7,-3.9,18.0,1022.7,16.1,ENE,16.7,-,,,Scattered Clouds,60,2015-01-05 20:51:00<br />,2015-01-05 13:51:00,1,13,40,Break
103,2015-01-05 14:00:00,11.0,2:51 PM,22.8,-4.4,16.0,1022.2,16.1,East,14.8,-,,,Mostly Cloudy,80,2015-01-05 21:51:00<br />,2015-01-05 14:51:00,1,14,54,Break
104,2015-01-05 15:00:00,10.76,3:51 PM,23.3,-3.9,16.0,1021.7,16.1,NE,7.4,-,,,Mostly Cloudy,50,2015-01-05 22:51:00<br />,2015-01-05 15:51:00,1,15,76,Break
105,2015-01-05 16:00:00,8.11,4:51 PM,23.3,-3.9,16.0,1021.5,16.1,North,5.6,-,,,Scattered Clouds,10,2015-01-05 23:51:00<br />,2015-01-05 16:51:00,1,16,24,Break
106,2015-01-05 17:00:00,9.24,5:51 PM,19.4,-0.6,26.0,1022.0,16.1,WSW,9.3,-,,,Scattered Clouds,250,2015-01-06 00:51:00<br />,2015-01-05 17:51:00,1,17,49,Break
107,2015-01-05 18:00:00,8.43,6:51 PM,16.7,0.6,34.0,1022.5,16.1,SW,9.3,-,,,Partly Cloudy,220,2015-01-06 01:51:00<br />,2015-01-05 18:51:00,1,18,67,Break
108,2015-01-05 19:00:00,8.89,7:51 PM,16.1,0.0,34.0,1022.8,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-06 02:51:00<br />,2015-01-05 19:51:00,1,19,40,Break
109,2015-01-05 20:00:00,8.44,8:51 PM,14.4,1.1,41.0,1023.1,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-06 03:51:00<br />,2015-01-05 20:51:00,1,20,63,Break
110,2015-01-05 21:00:00,6.83,9:51 PM,12.8,2.2,49.0,1023.5,16.1,East,7.4,-,,,Clear,80,2015-01-06 04:51:00<br />,2015-01-05 21:51:00,1,21,55,Break
111,2015-01-05 22:00:00,7.01,10:51 PM,12.2,1.7,49.0,1023.4,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-06 05:51:00<br />,2015-01-05 22:51:00,1,22,81,Break
112,2015-01-05 23:00:00,7.35,11:51 PM,12.2,1.1,47.0,1023.6,16.1,Calm,Calm,-,,,Clear,0,2015-01-06 06:51:00<br />,2015-01-05 23:51:00,1,23,56,Break
113,2015-01-06 00:00:00,8.31,12:51 AM,11.1,0.6,49.0,1023.6,16.1,SE,11.1,-,,,Clear,130,2015-01-06 07:51:00<br />,2015-01-06 00:51:00,2,0,42,Break
114,2015-01-06 01:00:00,7.07,1:51 AM,10.0,0.6,52.0,1023.7,16.1,East,5.6,-,,,Clear,100,2015-01-06 08:51:00<br />,2015-01-06 01:51:00,2,1,40,Break
115,2015-01-06 02:00:00,7.19,2:51 AM,10.0,1.1,54.0,1023.9,16.1,East,11.1,-,,,Clear,80,2015-01-06 09:51:00<br />,2015-01-06 02:51:00,2,2,82,Break
116,2015-01-06 03:00:00,7.97,3:51 AM,10.6,0.0,48.0,1024.0,16.1,Calm,Calm,-,,,Clear,0,2015-01-06 10:51:00<br />,2015-01-06 03:51:00,2,3,26,Break
117,2015-01-06 04:00:00,7.25,4:51 AM,8.3,1.1,61.0,1023.9,16.1,Calm,Calm,-,,,Clear,0,2015-01-06 11:51:00<br />,2015-01-06 04:51:00,2,4,4,Break
118,2015-01-06 05:00:00,6.99,5:51 AM,7.8,1.1,63.0,1024.4,16.1,ENE,5.6,-,,,Clear,60,2015-01-06 12:51:00<br />,2015-01-06 05:51:00,2,5,75,Break
119,2015-01-06 06:00:00,8.24,6:51 AM,7.8,0.6,61.0,1024.9,16.1,ESE,5.6,-,,,Partly Cloudy,120,2015-01-06 13:51:00<br />,2015-01-06 06:51:00,2,6,71,Break
120,2015-01-06 07:00:00,7.06,7:51 AM,7.8,0.6,61.0,1025.0,16.1,East,7.4,-,,,Partly Cloudy,90,2015-01-06 14:51:00<br />,2015-01-06 07:51:00,2,7,18,Break
121,2015-01-06 08:00:00,8.36,8:51 AM,11.1,0.6,49.0,1025.4,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-06 15:51:00<br />,2015-01-06 08:51:00,2,8,83,Break
122,2015-01-06 09:00:00,8.08,9:51 AM,15.0,-0.6,35.0,1025.7,16.1,East,9.3,-,,,Partly Cloudy,80,2015-01-06 16:51:00<br />,2015-01-06 09:51:00,2,9,9,Break
123,2015-01-06 10:00:00,9.88,10:51 AM,17.2,0.0,31.0,1024.8,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-06 17:51:00<br />,2015-01-06 10:51:00,2,10,64,Break
124,2015-01-06 11:00:00,7.93,11:51 AM,21.1,-1.7,22.0,1023.5,16.1,East,7.4,-,,,Partly Cloudy,90,2015-01-06 18:51:00<br />,2015-01-06 11:51:00,2,11,56,Break
125,2015-01-06 12:00:00,8.66,12:51 PM,22.8,-2.8,18.0,1022.1,16.1,ENE,14.8,-,,,Partly Cloudy,70,2015-01-06 19:51:00<br />,2015-01-06 12:51:00,2,12,91,Break
126,2015-01-06 13:00:00,8.41,1:51 PM,23.9,-3.9,16.0,1020.8,16.1,ENE,16.7,-,,,Partly Cloudy,70,2015-01-06 20:51:00<br />,2015-01-06 13:51:00,2,13,77,Break
127,2015-01-06 14:00:00,9.7,2:51 PM,24.4,-3.3,16.0,1020.3,16.1,ENE,9.3,-,,,Partly Cloudy,60,2015-01-06 21:51:00<br />,2015-01-06 14:51:00,2,14,34,Break
128,2015-01-06 15:00:00,8.6,3:51 PM,26.1,-2.8,15.0,1019.9,16.1,ESE,9.3,-,,,Partly Cloudy,120,2015-01-06 22:51:00<br />,2015-01-06 15:51:00,2,15,50,Break
