,timestamp,energy,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp.1,weekday,hour
10,2015-01-01 15:00:00,36.79999924,Clear,2015-01-01 20:56:00<br />,-13.3,,-,38.0,,1011.3,-0.5,,3:56 PM,16.1,WSW,14.8,240,2015-01-01 15:56:00,4,15
11,2015-01-01 16:00:00,37.42499924,Mostly Cloudy,2015-01-01 21:56:00<br />,-12.7,,-,38.0,,1011.4,0.0,,4:56 PM,16.1,WSW,16.7,250,2015-01-01 16:56:00,4,16
12,2015-01-01 17:00:00,37.29999924,Mostly Cloudy,2015-01-01 22:56:00<br />,-12.2,,-,39.0,,1011.9,0.5,,5:56 PM,16.1,WSW,22.2,250,2015-01-01 17:56:00,4,17
13,2015-01-01 18:00:00,36.0,Scattered Clouds,2015-01-01 23:56:00<br />,-11.6,,-,42.0,,1012.5,0.0,,6:56 PM,16.1,WSW,18.5,250,2015-01-01 18:56:00,4,18
14,2015-01-01 19:00:00,37.45000076,Overcast,2015-01-02 00:56:00<br />,-11.6,,29.6,42.0,,1013.3,0.0,,7:56 PM,16.1,WSW,14.8,250,2015-01-01 19:56:00,4,19
15,2015-01-01 20:00:00,36.22499847,Overcast,2015-01-02 01:56:00<br />,-11.1,,-,44.0,,1013.5,0.0,,8:56 PM,16.1,WSW,18.5,250,2015-01-01 20:56:00,4,20
16,2015-01-01 21:00:00,39.15000153,Overcast,2015-01-02 02:56:00<br />,-10.0,,-,48.0,,1014.1,0.0,,9:56 PM,16.1,West,24.1,270,2015-01-01 21:56:00,4,21
17,2015-01-01 22:00:00,50.57500076,Overcast,2015-01-02 03:56:00<br />,-9.4,,35.2,50.0,,1015.0,0.0,,10:56 PM,16.1,West,25.9,270,2015-01-01 22:56:00,4,22
18,2015-01-01 23:00:00,47.82500076,Overcast,2015-01-02 04:56:00<br />,-8.8,,-,52.0,,1015.8,0.0,,11:56 PM,16.1,West,25.9,270,2015-01-01 23:56:00,4,23
19,2015-01-02 00:00:00,48.625,Overcast,2015-01-02 05:56:00<br />,-7.7,,37.0,59.0,,1015.3,-0.5,,12:56 AM,16.1,West,24.1,270,2015-01-02 00:56:00,5,0
20,2015-01-02 01:00:00,48.02500153,Overcast,2015-01-02 06:56:00<br />,-6.6,,-,64.0,,1015.9,-0.5,,1:56 AM,16.1,West,24.1,270,2015-01-02 01:56:00,5,1
21,2015-01-02 02:00:00,47.09999847,Overcast,2015-01-02 07:56:00<br />,-6.1,,-,69.0,,1016.7,-1.1,,2:56 AM,16.1,West,25.9,270,2015-01-02 02:56:00,5,2
22,2015-01-02 03:00:00,45.79999924,Light Snow,2015-01-02 08:07:00<br />,-6.0,Snow,-,69.0,0.0,1015.5,-1.0,,3:07 AM,16.1,West,24.1,270,2015-01-02 03:07:00,5,3
23,2015-01-02 04:00:00,45.72499847,Light Snow,2015-01-02 09:56:00<br />,-5.5,Snow,33.3,72.0,0.0,1017.2,-1.1,,4:56 AM,16.1,WNW,20.4,290,2015-01-02 04:56:00,5,4
24,2015-01-02 05:00:00,45.92499924,Light Snow,2015-01-02 10:56:00<br />,-5.0,Snow,-,75.0,0.0,1018.4,-1.1,,5:56 AM,16.1,WNW,20.4,290,2015-01-02 05:56:00,5,5
25,2015-01-02 06:00:00,45.95000076,Light Snow,2015-01-02 11:29:00<br />,-6.0,Snow,37.0,69.0,0.0,1017.5,-1.0,,6:29 AM,16.1,West,16.7,280,2015-01-02 06:29:00,5,6
26,2015-01-02 07:00:00,46.02500153,Light Snow,2015-01-02 12:56:00<br />,-5.5,Snow,38.9,75.0,0.0,1020.7,-1.6,,7:56 AM,11.3,NW,27.8,310,2015-01-02 07:56:00,5,7
27,2015-01-02 08:00:00,45.52499771,Light Snow,2015-01-02 13:56:00<br />,-6.1,Snow,-,75.0,0.0,1022.1,-2.2,,8:56 AM,6.4,WNW,22.2,300,2015-01-02 08:56:00,5,8
28,2015-01-02 09:00:00,45.95000076,Light Snow,2015-01-02 14:37:00<br />,-5.0,Snow,-,80.0,0.0,1021.2,-2.0,,9:37 AM,3.2,NW,20.4,310,2015-01-02 09:37:00,5,9
29,2015-01-02 10:00:00,45.70000076,Light Snow,2015-01-02 15:56:00<br />,-4.4,Snow,-,85.0,0.0,1023.5,-2.2,,10:56 AM,6.4,WNW,14.8,290,2015-01-02 10:56:00,5,10
30,2015-01-02 11:00:00,45.47499847,Light Snow,2015-01-02 16:56:00<br />,-6.1,Snow,25.9,72.0,0.0,1023.3,-1.6,,11:56 AM,16.1,WNW,13.0,290,2015-01-02 11:56:00,5,11
31,2015-01-02 12:00:00,47.27500153,Light Snow,2015-01-02 17:56:00<br />,-6.1,Snow,-,69.0,0.0,1023.5,-1.1,,12:56 PM,16.1,WNW,27.8,290,2015-01-02 12:56:00,5,12
32,2015-01-02 13:00:00,43.875,Light Snow,2015-01-02 18:56:00<br />,-6.1,Snow,-,69.0,0.0,1024.2,-1.1,,1:56 PM,16.1,West,20.4,280,2015-01-02 13:56:00,5,13
33,2015-01-02 14:00:00,35.82500076,Mostly Cloudy,2015-01-02 19:56:00<br />,-7.2,,-,64.0,0.0,1025.3,-1.1,,2:56 PM,16.1,WNW,20.4,290,2015-01-02 14:56:00,5,14
34,2015-01-02 15:00:00,35.5,Mostly Cloudy,2015-01-02 20:56:00<br />,-7.7,,27.8,59.0,,1025.8,-0.5,,3:56 PM,16.1,WNW,18.5,290,2015-01-02 15:56:00,5,15
35,2015-01-02 16:00:00,36.32500076,Overcast,2015-01-02 21:56:00<br />,-7.7,,-,64.0,,1026.6,-1.6,,4:56 PM,16.1,WNW,16.7,290,2015-01-02 16:56:00,5,16
36,2015-01-02 17:00:00,36.54999924,Overcast,2015-01-02 22:56:00<br />,-7.2,,-,66.0,,1027.4,-1.6,,5:56 PM,16.1,WNW,16.7,290,2015-01-02 17:56:00,5,17
37,2015-01-02 18:00:00,36.29999924,Overcast,2015-01-02 23:56:00<br />,-7.7,,-,64.0,,1028.0,-1.6,,6:56 PM,16.1,West,14.8,280,2015-01-02 18:56:00,5,18
38,2015-01-02 19:00:00,34.70000076,Overcast,2015-01-03 00:56:00<br />,-7.7,,-,64.0,,1028.9,-1.6,,7:56 PM,16.1,WNW,14.8,290,2015-01-02 19:56:00,5,19
39,2015-01-02 20:00:00,36.25,Overcast,2015-01-03 01:56:00<br />,-6.6,,-,72.0,,1030.0,-2.2,,8:56 PM,16.1,NNW,7.4,330,2015-01-02 20:56:00,5,20
40,2015-01-02 21:00:00,40.29999924,Overcast,2015-01-03 02:56:00<br />,-7.2,,-,75.0,,1030.8,-3.3,,9:56 PM,16.1,North,5.6,10,2015-01-02 21:56:00,5,21
41,2015-01-02 22:00:00,46.45000076,Mostly Cloudy,2015-01-03 03:56:00<br />,-7.2,,-,85.0,,1031.1,-5.0,,10:56 PM,16.1,Calm,Calm,0,2015-01-02 22:56:00,5,22
42,2015-01-02 23:00:00,49.125,Overcast,2015-01-03 04:56:00<br />,-6.6,,-,85.0,,1031.5,-4.4,,11:56 PM,16.1,Calm,Calm,0,2015-01-02 23:56:00,5,23
43,2015-01-03 00:00:00,47.57500076,Mostly Cloudy,2015-01-03 05:56:00<br />,-6.6,,-,89.0,,1031.9,-5.0,,12:56 AM,16.1,ESE,5.6,110,2015-01-03 00:56:00,6,0
44,2015-01-03 01:00:00,48.95000076,Clear,2015-01-03 06:56:00<br />,-7.7,,-,92.0,,1031.7,-6.6,,1:56 AM,16.1,Calm,Calm,0,2015-01-03 01:56:00,6,1
45,2015-01-03 02:00:00,46.25,Clear,2015-01-03 07:56:00<br />,-8.3,,-,92.0,,1032.2,-7.2,,2:56 AM,16.1,East,7.4,80,2015-01-03 02:56:00,6,2
46,2015-01-03 03:00:00,45.54999924,Clear,2015-01-03 08:56:00<br />,-7.7,,-,89.0,,1032.3,-6.1,,3:56 AM,16.1,East,7.4,80,2015-01-03 03:56:00,6,3
47,2015-01-03 04:00:00,44.97499847,Clear,2015-01-03 09:56:00<br />,-7.7,,-,89.0,,1032.1,-6.1,,4:56 AM,16.1,East,9.3,90,2015-01-03 04:56:00,6,4
48,2015-01-03 05:00:00,44.5,Clear,2015-01-03 10:56:00<br />,-7.7,,-,89.0,,1031.9,-6.1,,5:56 AM,16.1,East,9.3,90,2015-01-03 05:56:00,6,5
49,2015-01-03 06:00:00,44.20000076,Clear,2015-01-03 11:22:00<br />,-8.0,,-,86.0,,1030.0,-6.0,,6:22 AM,16.1,East,9.3,90,2015-01-03 06:22:00,6,6
50,2015-01-03 07:00:00,52.15000153,Clear,2015-01-03 12:56:00<br />,-7.7,,33.3,75.0,,1031.3,-3.8,,7:56 AM,16.1,SSE,25.9,160,2015-01-03 07:56:00,6,7
51,2015-01-03 08:00:00,43.32500076,Clear,2015-01-03 13:56:00<br />,-7.7,,-,69.0,,1030.9,-2.7,,8:56 AM,16.1,SSE,20.4,150,2015-01-03 08:56:00,6,8
52,2015-01-03 09:00:00,45.97499847,Mostly Cloudy,2015-01-03 14:56:00<br />,-7.7,,-,66.0,,1030.7,-2.2,,9:56 AM,16.1,SSE,18.5,150,2015-01-03 09:56:00,6,9
53,2015-01-03 10:00:00,46.95000076,Overcast,2015-01-03 15:56:00<br />,-7.7,,33.3,61.0,,1030.6,-1.1,,10:56 AM,16.1,SSE,22.2,150,2015-01-03 10:56:00,6,10
54,2015-01-03 11:00:00,44.70000076,Light Snow,2015-01-03 16:30:00<br />,-6.0,Snow,33.3,74.0,0.0,1028.0,-2.0,,11:30 AM,3.2,SSE,25.9,160,2015-01-03 11:30:00,6,11
55,2015-01-03 12:00:00,46.875,Light Snow,2015-01-03 17:05:00<br />,-4.0,Snow,-,86.0,0.0,1026.6,-2.0,,12:05 PM,3.2,SSE,27.8,150,2015-01-03 12:05:00,6,12
56,2015-01-03 13:00:00,33.90000153,Light Freezing Rain,2015-01-03 18:18:00<br />,-3.0,Rain,46.3,93.0,0.01,1024.6,-2.0,,1:18 PM,6.4,SSE,25.9,160,2015-01-03 13:18:00,6,13
57,2015-01-03 14:00:00,36.25,Light Snow,2015-01-03 19:56:00<br />,-2.7,Snow,40.7,85.0,0.0,1024.1,-0.5,,2:56 PM,16.1,SSE,25.9,160,2015-01-03 14:56:00,6,14
58,2015-01-03 15:00:00,34.97499847,Overcast,2015-01-03 20:56:00<br />,-1.6,,48.2,89.0,0.03,1022.4,0.0,,3:56 PM,16.1,South,31.5,170,2015-01-03 15:56:00,6,15
59,2015-01-03 16:00:00,36.79999924,Overcast,2015-01-03 21:56:00<br />,-0.5,,53.7,89.0,0.02,1021.3,1.1,,4:56 PM,11.3,South,35.2,170,2015-01-03 16:56:00,6,16
60,2015-01-03 17:00:00,36.02500153,Light Rain,2015-01-03 22:56:00<br />,0.0,Rain,55.6,92.0,0.06,1020.3,1.1,,5:56 PM,16.1,South,35.2,170,2015-01-03 17:56:00,6,17
61,2015-01-03 18:00:00,37.32500076,Light Rain,2015-01-03 23:56:00<br />,0.5,Rain,57.4,92.0,0.03,1019.6,1.6,,6:56 PM,16.1,South,44.4,170,2015-01-03 18:56:00,6,18
62,2015-01-03 19:00:00,37.65000153,Light Rain,2015-01-04 00:56:00<br />,1.1,Rain,48.2,93.0,0.02,1018.7,2.2,,7:56 PM,16.1,South,37.0,170,2015-01-03 19:56:00,6,19
63,2015-01-03 20:00:00,35.85000229,Light Rain,2015-01-04 01:56:00<br />,1.6,Rain,42.6,93.0,0.02,1018.2,2.7,,8:56 PM,16.1,South,33.3,170,2015-01-03 20:56:00,6,20
64,2015-01-03 21:00:00,44.0,Light Rain,2015-01-04 02:56:00<br />,2.2,Rain,38.9,97.0,0.1,1016.8,2.7,,9:56 PM,16.1,SSE,25.9,160,2015-01-03 21:56:00,6,21
65,2015-01-03 22:00:00,49.95000076,Light Rain,2015-01-04 03:40:00<br />,2.0,Rain,40.7,93.0,0.11,1014.4,3.0,,10:40 PM,14.5,SSE,25.9,160,2015-01-03 22:40:00,6,22
66,2015-01-03 23:00:00,46.92499924,Overcast,2015-01-04 04:24:00<br />,3.0,,44.4,93.0,0.0,1013.8,4.0,,11:24 PM,16.1,South,37.0,170,2015-01-03 23:24:00,6,23
67,2015-01-04 00:00:00,49.02500153,Overcast,2015-01-04 05:56:00<br />,3.3,,-,93.0,,1013.6,4.4,,12:56 AM,16.1,South,22.2,170,2015-01-04 00:56:00,7,0
68,2015-01-04 01:00:00,46.57500076,Overcast,2015-01-04 06:56:00<br />,3.8,,40.7,92.0,,1012.7,5.0,,1:56 AM,16.1,South,29.6,180,2015-01-04 01:56:00,7,1
69,2015-01-04 02:00:00,47.29999924,Overcast,2015-01-04 07:17:00<br />,4.0,,-,93.0,,1011.4,5.0,,2:17 AM,16.1,South,25.9,190,2015-01-04 02:17:00,7,2
70,2015-01-04 03:00:00,45.65000153,Overcast,2015-01-04 08:56:00<br />,4.4,,33.3,93.0,,1011.1,5.5,,3:56 AM,16.1,South,24.1,180,2015-01-04 03:56:00,7,3
71,2015-01-04 04:00:00,46.45000076,Overcast,2015-01-04 09:56:00<br />,4.4,,-,93.0,,1010.1,5.5,,4:56 AM,16.1,South,22.2,170,2015-01-04 04:56:00,7,4
72,2015-01-04 05:00:00,44.25,Overcast,2015-01-04 10:56:00<br />,5.0,,-,93.0,,1007.8,6.1,,5:56 AM,16.1,SSE,25.9,160,2015-01-04 05:56:00,7,5
73,2015-01-04 06:00:00,46.375,Overcast,2015-01-04 11:23:00<br />,6.0,,42.6,93.0,,1003.9,7.0,,6:23 AM,16.1,SSE,29.6,160,2015-01-04 06:23:00,7,6
74,2015-01-04 07:00:00,45.72499847,Overcast,2015-01-04 12:56:00<br />,5.5,,-,93.0,,1006.8,6.6,,7:56 AM,16.1,SE,13.0,130,2015-01-04 07:56:00,7,7
75,2015-01-04 08:00:00,45.07500076,Overcast,2015-01-04 13:56:00<br />,6.6,,-,93.0,,1005.8,7.7,,8:56 AM,16.1,SSE,16.7,150,2015-01-04 08:56:00,7,8
76,2015-01-04 09:00:00,45.75,Mostly Cloudy,2015-01-04 14:56:00<br />,6.6,,-,86.0,,1004.8,8.8,,9:56 AM,16.1,South,22.2,170,2015-01-04 09:56:00,7,9
77,2015-01-04 10:00:00,46.27500153,Mostly Cloudy,2015-01-04 15:56:00<br />,7.2,,-,86.0,,1003.5,9.4,,10:56 AM,16.1,South,22.2,180,2015-01-04 10:56:00,7,10
78,2015-01-04 11:00:00,45.09999847,Mostly Cloudy,2015-01-04 16:56:00<br />,7.7,,-,83.0,,1002.0,10.5,,11:56 AM,16.1,South,25.9,180,2015-01-04 11:56:00,7,11
79,2015-01-04 12:00:00,45.45000076,Mostly Cloudy,2015-01-04 17:56:00<br />,8.8,,-,80.0,,1000.9,12.2,,12:56 PM,16.1,South,20.4,190,2015-01-04 12:56:00,7,12
80,2015-01-04 13:00:00,36.40000153,Overcast,2015-01-04 18:56:00<br />,10.5,,-,93.0,0.08,1002.8,11.6,,1:56 PM,16.1,WNW,9.3,290,2015-01-04 13:56:00,7,13
81,2015-01-04 14:00:00,37.375,Mostly Cloudy,2015-01-04 19:34:00<br />,11.0,,-,94.0,,1001.2,12.0,,2:34 PM,16.1,South,7.4,170,2015-01-04 14:34:00,7,14
82,2015-01-04 15:00:00,37.32500076,Mostly Cloudy,2015-01-04 20:56:00<br />,8.8,,-,83.0,,1002.7,11.6,,3:56 PM,16.1,SW,13.0,230,2015-01-04 15:56:00,7,15
83,2015-01-04 16:00:00,36.5,Mostly Cloudy,2015-01-04 21:56:00<br />,7.7,,29.6,83.0,,1003.3,10.5,,4:56 PM,16.1,North,20.4,350,2015-01-04 16:56:00,7,16
84,2015-01-04 17:00:00,35.97499847,Mostly Cloudy,2015-01-04 22:56:00<br />,3.3,,35.2,76.0,,1004.5,7.2,,5:56 PM,16.1,North,24.1,350,2015-01-04 17:56:00,7,17
85,2015-01-04 18:00:00,35.54999924,Mostly Cloudy,2015-01-04 23:56:00<br />,2.7,,25.9,79.0,,1005.5,6.1,,6:56 PM,16.1,NW,14.8,320,2015-01-04 18:56:00,7,18
86,2015-01-04 19:00:00,35.72499847,Mostly Cloudy,2015-01-05 00:56:00<br />,2.2,,25.9,79.0,,1006.9,5.5,,7:56 PM,16.1,NW,20.4,320,2015-01-04 19:56:00,7,19
87,2015-01-04 20:00:00,44.15000153,Mostly Cloudy,2015-01-05 01:56:00<br />,0.0,,40.7,73.0,,1008.1,4.4,,8:56 PM,16.1,WNW,25.9,290,2015-01-04 20:56:00,7,20
88,2015-01-04 21:00:00,34.82500076,Mostly Cloudy,2015-01-05 02:56:00<br />,-1.6,,40.7,71.0,,1009.3,3.3,,9:56 PM,16.1,WNW,33.3,290,2015-01-04 21:56:00,7,21
89,2015-01-04 22:00:00,48.57500076,Overcast,2015-01-05 03:56:00<br />,-2.7,,48.2,68.0,,1010.0,2.7,,10:56 PM,16.1,WNW,24.1,290,2015-01-04 22:56:00,7,22
90,2015-01-04 23:00:00,45.92499924,Overcast,2015-01-05 04:56:00<br />,-2.2,,-,73.0,,1010.0,2.2,,11:56 PM,16.1,WNW,16.7,290,2015-01-04 23:56:00,7,23
91,2015-01-05 00:00:00,46.84999847,Overcast,2015-01-05 05:10:00<br />,-3.0,,31.5,70.0,,1009.7,2.0,,12:10 AM,16.1,West,20.4,280,2015-01-05 00:10:00,1,0
92,2015-01-05 01:00:00,48.65000153,Light Rain,2015-01-05 06:14:00<br />,-2.0,Rain,35.2,81.0,0.0,1011.1,1.0,,1:14 AM,16.1,NW,24.1,310,2015-01-05 01:14:00,1,1
93,2015-01-05 02:00:00,46.77500153,Overcast,2015-01-05 07:56:00<br />,-7.2,,37.0,64.0,,1014.2,-1.1,,2:56 AM,16.1,WNW,25.9,290,2015-01-05 02:56:00,1,2
94,2015-01-05 03:00:00,45.92499924,Overcast,2015-01-05 08:56:00<br />,-8.8,,57.4,61.0,,1014.9,-2.2,,3:56 AM,16.1,WNW,44.4,290,2015-01-05 03:56:00,1,3
95,2015-01-05 04:00:00,45.5,Overcast,2015-01-05 09:56:00<br />,-9.4,,55.6,63.0,0.0,1016.6,-3.3,,4:56 AM,16.1,NW,38.9,310,2015-01-05 04:56:00,1,4
96,2015-01-05 05:00:00,44.67500305,Light Snow,2015-01-05 10:56:00<br />,-8.8,Snow,42.6,72.0,0.0,1017.9,-4.4,,5:56 AM,16.1,NW,29.6,310,2015-01-05 05:56:00,1,5
97,2015-01-05 06:00:00,46.79999924,Light Snow,2015-01-05 11:09:00<br />,-9.0,Snow,61.1,69.0,0.0,1017.2,-4.0,,6:09 AM,11.3,West,42.6,270,2015-01-05 06:09:00,1,6
98,2015-01-05 07:00:00,47.17499924,Light Snow,2015-01-05 12:56:00<br />,-13.8,Snow,59.3,57.0,0.0,1021.1,-6.6,,7:56 AM,16.1,WNW,48.2,300,2015-01-05 07:56:00,1,7
99,2015-01-05 08:00:00,42.79999924,Mostly Cloudy,2015-01-05 13:56:00<br />,-13.3,,46.3,60.0,0.0,1021.8,-6.6,,8:56 AM,16.1,WNW,37.0,300,2015-01-05 08:56:00,1,8
100,2015-01-05 09:00:00,45.55000305,Overcast,2015-01-05 14:56:00<br />,-13.8,,55.6,60.0,0.0,1023.0,-7.2,,9:56 AM,16.1,NW,37.0,310,2015-01-05 09:56:00,1,9
101,2015-01-05 10:00:00,47.52500153,Mostly Cloudy,2015-01-05 15:56:00<br />,-15.5,,42.6,54.0,0.0,1024.1,-7.7,,10:56 AM,16.1,NW,24.1,320,2015-01-05 10:56:00,1,10
102,2015-01-05 11:00:00,46.95000076,Light Snow,2015-01-05 16:56:00<br />,-15.0,Snow,38.9,59.0,0.0,1023.9,-8.3,,11:56 AM,16.1,NW,25.9,320,2015-01-05 11:56:00,1,11
103,2015-01-05 12:00:00,50.72499847,Light Snow,2015-01-05 17:56:00<br />,-15.5,Snow,53.7,54.0,0.0,1024.1,-7.7,,12:56 PM,16.1,WNW,38.9,300,2015-01-05 12:56:00,1,12
104,2015-01-05 13:00:00,42.72499847,Light Snow,2015-01-05 18:56:00<br />,-15.0,Snow,42.6,62.0,0.0,1025.4,-8.8,,1:56 PM,16.1,NW,33.3,320,2015-01-05 13:56:00,1,13
105,2015-01-05 14:00:00,42.97499847,Light Snow,2015-01-05 19:07:00<br />,-14.0,Snow,44.4,73.0,0.0,1023.9,-10.0,,2:07 PM,2.8,NW,27.8,320,2015-01-05 14:07:00,1,14
106,2015-01-05 15:00:00,42.45000076,Light Snow Showers,2015-01-05 20:56:00<br />,-13.8,Snow,35.2,77.0,0.0,1027.9,-10.5,,3:56 PM,9.7,NW,24.1,320,2015-01-05 15:56:00,1,15
107,2015-01-05 16:00:00,43.09999847,Light Snow Showers,2015-01-05 21:56:00<br />,-13.8,Snow,-,81.0,0.0,1028.6,-11.1,,4:56 PM,9.7,NW,18.5,310,2015-01-05 16:56:00,1,16
108,2015-01-05 17:00:00,43.84999847,Mostly Cloudy,2015-01-05 22:56:00<br />,-16.6,,-,70.0,0.0,1030.4,-12.2,,5:56 PM,16.1,West,22.2,280,2015-01-05 17:56:00,1,17
109,2015-01-05 18:00:00,43.07499695,Scattered Clouds,2015-01-05 23:18:00<br />,-18.0,,44.4,62.0,0.0,1028.3,-12.0,,6:18 PM,16.1,WNW,35.2,290,2015-01-05 18:18:00,1,18
110,2015-01-05 19:00:00,42.04999924,Mostly Cloudy,2015-01-06 00:56:00<br />,-17.2,,-,64.0,,1030.3,-11.6,,7:56 PM,16.1,West,22.2,280,2015-01-05 19:56:00,1,19
111,2015-01-05 20:00:00,42.27500153,Light Snow,2015-01-06 01:56:00<br />,-16.6,Snow,-,70.0,0.0,1029.8,-12.2,,8:56 PM,16.1,NNW,13.0,340,2015-01-05 20:56:00,1,20
112,2015-01-05 21:00:00,40.75,Mostly Cloudy,2015-01-06 02:24:00<br />,-16.0,,-,73.0,0.0,1027.3,-12.0,,9:24 PM,16.1,NNW,13.0,330,2015-01-05 21:24:00,1,21
113,2015-01-05 22:00:00,48.0,Overcast,2015-01-06 03:56:00<br />,-16.1,,-,73.0,0.0,1029.4,-12.2,,10:56 PM,16.1,NW,16.7,320,2015-01-05 22:56:00,1,22
114,2015-01-05 23:00:00,47.82500076,Overcast,2015-01-06 04:37:00<br />,-17.0,,-,67.0,0.0,1027.0,-12.0,,11:37 PM,16.1,NW,20.4,310,2015-01-05 23:37:00,1,23
115,2015-01-06 00:00:00,47.52500153,Overcast,2015-01-06 05:56:00<br />,-17.2,,-,67.0,,1029.3,-12.2,,12:56 AM,16.1,WNW,16.7,290,2015-01-06 00:56:00,2,0
116,2015-01-06 01:00:00,48.20000076,Overcast,2015-01-06 06:56:00<br />,-16.6,,-,73.0,,1028.6,-12.7,,1:56 AM,16.1,NNW,5.6,340,2015-01-06 01:56:00,2,1
117,2015-01-06 02:00:00,45.67499924,Overcast,2015-01-06 07:24:00<br />,-16.0,,-,73.0,,1026.6,-12.0,,2:24 AM,16.1,West,5.6,270,2015-01-06 02:24:00,2,2
118,2015-01-06 03:00:00,45.29999924,Overcast,2015-01-06 08:56:00<br />,-16.1,,-,73.0,,1028.2,-12.2,,3:56 AM,16.1,Calm,Calm,0,2015-01-06 03:56:00,2,3
119,2015-01-06 04:00:00,46.5,Mostly Cloudy,2015-01-06 09:56:00<br />,-16.1,,-,70.0,,1028.0,-11.6,,4:56 AM,16.1,SW,9.3,230,2015-01-06 04:56:00,2,4
120,2015-01-06 05:00:00,45.57500076,Overcast,2015-01-06 10:56:00<br />,-15.5,,-,73.0,,1026.7,-11.6,,5:56 AM,16.1,South,7.4,180,2015-01-06 05:56:00,2,5
121,2015-01-06 06:00:00,45.375,Overcast,2015-01-06 11:23:00<br />,-15.0,,-,79.0,,1023.9,-12.0,,6:23 AM,16.1,SE,7.4,140,2015-01-06 06:23:00,2,6
122,2015-01-06 07:00:00,44.52500153,Light Snow,2015-01-06 12:30:00<br />,-14.0,Snow,-,79.0,0.0,1023.9,-11.0,,7:30 AM,3.2,SSW,13.0,210,2015-01-06 07:30:00,2,7
123,2015-01-06 08:00:00,43.67499924,Light Snow,2015-01-06 13:08:00<br />,-14.0,Snow,-,79.0,0.0,1022.6,-11.0,,8:08 AM,1.6,SE,5.6,130,2015-01-06 08:08:00,2,8
124,2015-01-06 09:00:00,45.95000076,Light Snow,2015-01-06 14:56:00<br />,-13.3,Snow,-,80.0,0.0,1024.0,-10.5,,9:56 AM,3.2,SW,11.1,220,2015-01-06 09:56:00,2,9
125,2015-01-06 10:00:00,48.92499924,Light Snow,2015-01-06 15:56:00<br />,-13.3,Snow,-,77.0,0.0,1023.1,-10.0,,10:56 AM,2.4,SSW,14.8,200,2015-01-06 10:56:00,2,10
126,2015-01-06 11:00:00,48.45000076,Light Snow,2015-01-06 16:56:00<br />,-12.7,Snow,-,77.0,0.0,1021.7,-9.4,,11:56 AM,3.2,SW,7.4,220,2015-01-06 11:56:00,2,11
127,2015-01-06 12:00:00,49.57500076,Light Snow,2015-01-06 17:56:00<br />,-12.7,Snow,-,74.0,0.0,1020.3,-8.8,,12:56 PM,3.2,West,7.4,270,2015-01-06 12:56:00,2,12
