,timestamp,energy,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp.1,weekday,hour,rand,seasonal
33,2015-01-02 14:00:00,29.16666667,Clear,2015-01-02 19:53:00<br />,-7.8,,-,40.0,,1024.3,5.0,,2:53 PM,16.1,West,14.8,280,2015-01-02 14:53:00,5,14,7,Break
34,2015-01-02 15:00:00,27.79166667,Clear,2015-01-02 20:53:00<br />,-7.8,,-,40.0,,1024.8,5.0,,3:53 PM,16.1,NW,13.0,310,2015-01-02 15:53:00,5,15,61,Break
35,2015-01-02 16:00:00,25.45,Clear,2015-01-02 21:53:00<br />,-7.8,,-,45.0,,1025.9,3.3,,4:53 PM,16.1,West,7.4,280,2015-01-02 16:53:00,5,16,94,Break
36,2015-01-02 17:00:00,27.64166667,Clear,2015-01-02 22:53:00<br />,-7.8,,-,46.0,,1026.6,2.8,,5:53 PM,16.1,West,7.4,280,2015-01-02 17:53:00,5,17,39,Break
37,2015-01-02 18:00:00,25.075,Clear,2015-01-02 23:53:00<br />,-7.2,,-,52.0,,1027.8,1.7,,6:53 PM,16.1,WSW,5.6,240,2015-01-02 18:53:00,5,18,59,Break
38,2015-01-02 19:00:00,31.25833333,Clear,2015-01-03 00:53:00<br />,-7.2,,-,59.0,,1028.3,0.0,,7:53 PM,16.1,SW,7.4,230,2015-01-02 19:53:00,5,19,95,Break
39,2015-01-02 20:00:00,35.74166667,Clear,2015-01-03 01:53:00<br />,-7.2,,-,59.0,,1029.1,0.0,,8:53 PM,14.5,NW,5.6,320,2015-01-02 20:53:00,5,20,38,Break
40,2015-01-02 21:00:00,29.55,Clear,2015-01-03 02:53:00<br />,-7.2,,-,64.0,,1029.4,-1.1,,9:53 PM,14.5,Calm,Calm,0,2015-01-02 21:53:00,5,21,88,Break
41,2015-01-02 22:00:00,35.51666667,Clear,2015-01-03 03:53:00<br />,-7.2,,-,67.0,,1029.7,-1.7,,10:53 PM,14.5,WNW,5.6,300,2015-01-02 22:53:00,5,22,35,Break
42,2015-01-02 23:00:00,20.91666667,Clear,2015-01-03 04:53:00<br />,-7.8,,-,71.0,,1030.4,-3.3,,11:53 PM,12.9,North,5.6,350,2015-01-02 23:53:00,5,23,35,Break
43,2015-01-03 00:00:00,22.49166667,Clear,2015-01-03 05:53:00<br />,-7.2,,-,69.0,,1030.8,-2.2,,12:53 AM,14.5,ENE,7.4,60,2015-01-03 00:53:00,6,0,12,Break
44,2015-01-03 01:00:00,25.80833333,Clear,2015-01-03 06:53:00<br />,-7.8,,-,71.0,,1031.2,-3.3,,1:53 AM,12.9,Calm,Calm,0,2015-01-03 01:53:00,6,1,61,Break
45,2015-01-03 02:00:00,28.71666667,Clear,2015-01-03 07:53:00<br />,-7.8,,-,69.0,,1032.5,-2.8,,2:53 AM,12.9,Calm,Calm,0,2015-01-03 02:53:00,6,2,66,Break
46,2015-01-03 03:00:00,32.54166667,Clear,2015-01-03 08:53:00<br />,-7.8,,-,66.0,,1032.7,-2.2,,3:53 AM,14.5,ENE,5.6,70,2015-01-03 03:53:00,6,3,2,Break
47,2015-01-03 04:00:00,31.825,Clear,2015-01-03 09:53:00<br />,-7.8,,-,69.0,,1033.1,-2.8,,4:53 AM,14.5,NE,9.3,40,2015-01-03 04:53:00,6,4,57,Break
48,2015-01-03 05:00:00,40.98333333,Clear,2015-01-03 10:53:00<br />,-7.2,,-,72.0,,1033.5,-2.8,,5:53 AM,16.1,NNE,5.6,30,2015-01-03 05:53:00,6,5,59,Break
49,2015-01-03 06:00:00,37.3,Clear,2015-01-03 11:53:00<br />,-6.7,,-,69.0,,1033.4,-1.7,,6:53 AM,16.1,East,7.4,90,2015-01-03 06:53:00,6,6,61,Break
50,2015-01-03 07:00:00,28.83333333,Partly Cloudy,2015-01-03 12:53:00<br />,-6.7,,-,66.0,,1033.7,-1.1,,7:53 AM,14.5,East,9.3,90,2015-01-03 07:53:00,6,7,57,Break
51,2015-01-03 08:00:00,34.39166667,Overcast,2015-01-03 13:53:00<br />,-5.6,,-,64.0,,1034.1,0.6,,8:53 AM,16.1,East,13.0,90,2015-01-03 08:53:00,6,8,1,Break
52,2015-01-03 09:00:00,33.50833333,Overcast,2015-01-03 14:53:00<br />,-5.0,,-,61.0,,1033.8,1.7,,9:53 AM,16.1,East,11.1,100,2015-01-03 09:53:00,6,9,93,Break
53,2015-01-03 10:00:00,28.1,Overcast,2015-01-03 15:53:00<br />,-4.4,,-,62.0,,1033.4,2.2,,10:53 AM,12.9,East,5.6,100,2015-01-03 10:53:00,6,10,3,Break
54,2015-01-03 11:00:00,30.7,Light Snow,2015-01-03 16:12:00<br />,-3.9,Snow,-,64.0,0.0,1033.1,2.2,,11:12 AM,2.8,East,7.4,80,2015-01-03 11:12:00,6,11,79,Break
55,2015-01-03 12:00:00,28.05,Overcast,2015-01-03 17:27:00<br />,-1.1,,-,76.0,0.0,1031.4,2.8,,12:27 PM,12.9,East,9.3,90,2015-01-03 12:27:00,6,12,29,Break
56,2015-01-03 13:00:00,34.075,Light Rain,2015-01-03 18:02:00<br />,-0.6,Rain,-,79.0,0.02,1032.1,2.8,,1:02 PM,4.8,Calm,Calm,0,2015-01-03 13:02:00,6,13,89,Break
57,2015-01-03 14:00:00,28.53333333,Light Rain,2015-01-03 19:03:00<br />,0.0,Rain,-,92.0,0.0,1030.4,1.1,,2:03 PM,3.2,NE,9.3,50,2015-01-03 14:03:00,6,14,17,Break
58,2015-01-03 15:00:00,23.78333333,Light Rain,2015-01-03 20:18:00<br />,0.6,Rain,-,92.0,0.01,1029.3,1.7,,3:18 PM,2.4,NE,11.1,50,2015-01-03 15:18:00,6,15,29,Break
59,2015-01-03 16:00:00,29.79166667,Rain,2015-01-03 21:10:00<br />,1.7,Rain,-,93.0,0.07,1029.0,2.8,,4:10 PM,2.4,NE,13.0,50,2015-01-03 16:10:00,6,16,21,Break
60,2015-01-03 17:00:00,23.93333333,Overcast,2015-01-03 22:05:00<br />,1.7,,-,93.0,0.0,1027.7,2.8,,5:05 PM,3.2,ENE,9.3,70,2015-01-03 17:05:00,6,17,43,Break
61,2015-01-03 18:00:00,36.075,Light Rain,2015-01-03 23:20:00<br />,2.2,Rain,-,96.0,0.02,1026.6,2.8,,6:20 PM,4.0,NE,9.3,50,2015-01-03 18:20:00,6,18,0,Break
62,2015-01-03 19:00:00,29.81666667,Light Rain,2015-01-04 00:05:00<br />,2.2,Rain,-,96.0,0.01,1025.3,2.8,,7:05 PM,3.2,NE,9.3,50,2015-01-03 19:05:00,6,19,18,Break
63,2015-01-03 20:00:00,35.64166667,Overcast,2015-01-04 01:12:00<br />,2.2,,-,93.0,0.0,1023.6,3.3,,8:12 PM,6.4,NNE,9.3,20,2015-01-03 20:12:00,6,20,17,Break
64,2015-01-03 21:00:00,31.55833333,Light Rain,2015-01-04 02:08:00<br />,2.2,Rain,-,93.0,0.0,1021.9,3.3,,9:08 PM,4.8,NNE,9.3,20,2015-01-03 21:08:00,6,21,43,Break
65,2015-01-03 22:00:00,39.01666667,Light Rain,2015-01-04 03:53:00<br />,3.9,Rain,-,97.0,0.01,1018.3,4.4,,10:53 PM,4.0,NNE,7.4,30,2015-01-03 22:53:00,6,22,63,Break
66,2015-01-03 23:00:00,32.03333333,Rain,2015-01-04 04:36:00<br />,4.4,Rain,-,92.0,0.12,1018.2,5.6,,11:36 PM,4.8,NNE,5.6,30,2015-01-03 23:36:00,6,23,38,Break
67,2015-01-04 00:00:00,25.775,Light Rain,2015-01-04 05:42:00<br />,4.4,Rain,-,92.0,0.04,1016.8,5.6,,12:42 AM,3.2,Variable,7.4,0,2015-01-04 00:42:00,7,0,80,Regular
68,2015-01-04 01:00:00,35.11666667,Light Rain,2015-01-04 06:16:00<br />,4.4,Rain,-,92.0,0.02,1016.1,5.6,,1:16 AM,4.8,NNE,5.6,20,2015-01-04 01:16:00,7,1,67,Regular
69,2015-01-04 02:00:00,39.53333333,Overcast,2015-01-04 07:42:00<br />,3.9,,-,97.0,,1015.8,4.4,,2:42 AM,2.8,NW,7.4,320,2015-01-04 02:42:00,7,2,61,Regular
70,2015-01-04 03:00:00,42.64166667,Fog,2015-01-04 08:53:00<br />,3.3,Fog,-,96.0,,1014.9,3.9,,3:53 AM,0.4,SW,5.6,220,2015-01-04 03:53:00,7,3,56,Regular
71,2015-01-04 04:00:00,39.33333333,Fog,2015-01-04 09:53:00<br />,3.9,Fog,-,97.0,0.01,1014.3,4.4,,4:53 AM,0.4,SSW,7.4,210,2015-01-04 04:53:00,7,4,11,Regular
72,2015-01-04 05:00:00,28.43333333,Overcast,2015-01-04 10:13:00<br />,3.9,,-,93.0,,1014.8,5.0,,5:13 AM,3.2,WSW,9.3,250,2015-01-04 05:13:00,7,5,18,Regular
73,2015-01-04 06:00:00,32.40833333,Overcast,2015-01-04 11:01:00<br />,4.4,,-,92.0,,1014.8,5.6,,6:01 AM,3.2,WSW,11.1,240,2015-01-04 06:01:00,7,6,42,Regular
74,2015-01-04 07:00:00,29.36666667,Light Rain,2015-01-04 12:10:00<br />,5.0,Rain,-,96.0,0.02,1014.1,5.6,,7:10 AM,6.4,SW,7.4,220,2015-01-04 07:10:00,7,7,1,Regular
75,2015-01-04 08:00:00,28.24166667,Overcast,2015-01-04 13:03:00<br />,5.0,,-,96.0,,1014.1,5.6,,8:03 AM,3.2,SSW,11.1,210,2015-01-04 08:03:00,7,8,24,Regular
76,2015-01-04 09:00:00,33.425,Overcast,2015-01-04 14:53:00<br />,5.6,,-,93.0,0.0,1011.3,6.7,,9:53 AM,4.8,SSW,13.0,200,2015-01-04 09:53:00,7,9,97,Regular
77,2015-01-04 10:00:00,24.46666667,Overcast,2015-01-04 15:03:00<br />,5.6,,-,93.0,,1011.1,6.7,,10:03 AM,2.8,South,13.0,190,2015-01-04 10:03:00,7,10,20,Regular
78,2015-01-04 11:00:00,22.025,Overcast,2015-01-04 16:31:00<br />,8.3,,-,96.0,,1010.0,8.9,,11:31 AM,1.6,WSW,11.1,250,2015-01-04 11:31:00,7,11,90,Regular
79,2015-01-04 12:00:00,24.55833333,Overcast,2015-01-04 17:02:00<br />,9.4,,-,96.0,,1007.7,10.0,,12:02 PM,4.8,South,25.9,190,2015-01-04 12:02:00,7,12,29,Regular
80,2015-01-04 13:00:00,24.89166667,Overcast,2015-01-04 18:23:00<br />,10.0,,31.5,93.0,,1008.0,11.1,,1:23 PM,9.7,SW,16.7,230,2015-01-04 13:23:00,7,13,42,Regular
81,2015-01-04 14:00:00,34.525,Scattered Clouds,2015-01-04 19:30:00<br />,10.0,,-,89.0,,1007.0,11.7,,2:30 PM,12.9,SSW,16.7,210,2015-01-04 14:30:00,7,14,33,Regular
82,2015-01-04 15:00:00,32.88333333,Scattered Clouds,2015-01-04 20:53:00<br />,10.0,,-,89.0,,1005.6,11.7,,3:53 PM,11.3,SSW,14.8,200,2015-01-04 15:53:00,7,15,6,Regular
83,2015-01-04 16:00:00,34.93333333,Clear,2015-01-04 21:53:00<br />,10.0,,-,89.0,,1004.9,11.7,,4:53 PM,14.5,SSW,13.0,210,2015-01-04 16:53:00,7,16,88,Regular
84,2015-01-04 17:00:00,34.34166667,Mostly Cloudy,2015-01-04 22:53:00<br />,10.0,,-,89.0,,1004.5,11.7,,5:53 PM,12.9,SW,14.8,220,2015-01-04 17:53:00,7,17,18,Regular
85,2015-01-04 18:00:00,33.54166667,Overcast,2015-01-04 23:41:00<br />,10.6,,-,86.0,,1005.3,12.8,,6:41 PM,16.1,WNW,11.1,300,2015-01-04 18:41:00,7,18,90,Regular
86,2015-01-04 19:00:00,36.575,Rain,2015-01-05 00:44:00<br />,10.0,Rain,33.3,86.0,0.02,1006.3,12.2,,7:44 PM,6.4,WNW,18.5,300,2015-01-04 19:44:00,7,19,77,Regular
87,2015-01-04 20:00:00,34.31666667,Overcast,2015-01-05 01:19:00<br />,9.4,,-,86.0,0.0,1006.3,11.7,,8:19 PM,14.5,NW,18.5,310,2015-01-04 20:19:00,7,20,75,Regular
88,2015-01-04 21:00:00,32.43333333,Overcast,2015-01-05 02:53:00<br />,6.7,,27.8,80.0,0.02,1008.2,10.0,,9:53 PM,16.1,West,14.8,270,2015-01-04 21:53:00,7,21,36,Regular
89,2015-01-04 22:00:00,36.00833333,Overcast,2015-01-05 03:53:00<br />,1.7,,53.7,57.0,0.0,1009.1,10.0,,10:53 PM,16.1,WNW,31.5,290,2015-01-04 22:53:00,7,22,18,Regular
90,2015-01-04 23:00:00,40.90833333,Partly Cloudy,2015-01-05 04:53:00<br />,0.0,,38.9,52.0,,1009.9,9.4,,11:53 PM,16.1,WNW,20.4,290,2015-01-04 23:53:00,7,23,94,Regular
91,2015-01-05 00:00:00,44.475,Clear,2015-01-05 05:53:00<br />,-2.8,,55.6,47.0,,1010.7,7.8,,12:53 AM,16.1,WNW,29.6,300,2015-01-05 00:53:00,1,0,51,Regular
92,2015-01-05 01:00:00,35.89166667,Partly Cloudy,2015-01-05 06:53:00<br />,-2.2,,37.0,53.0,,1012.0,6.7,,1:53 AM,16.1,WNW,22.2,290,2015-01-05 01:53:00,1,1,39,Regular
93,2015-01-05 02:00:00,29.525,Scattered Clouds,2015-01-05 07:53:00<br />,-3.9,,59.3,51.0,,1012.9,5.6,,2:53 AM,16.1,WNW,35.2,290,2015-01-05 02:53:00,1,2,21,Regular
94,2015-01-05 03:00:00,30.04166667,Clear,2015-01-05 08:53:00<br />,-5.0,,50.0,49.0,,1013.6,5.0,,3:53 AM,16.1,WNW,24.1,290,2015-01-05 03:53:00,1,3,89,Regular
95,2015-01-05 04:00:00,36.63333333,Clear,2015-01-05 09:53:00<br />,-6.7,,38.9,45.0,,1014.6,4.4,,4:53 AM,16.1,West,22.2,280,2015-01-05 04:53:00,1,4,52,Regular
96,2015-01-05 05:00:00,33.90833333,Partly Cloudy,2015-01-05 10:53:00<br />,-6.7,,48.2,46.0,,1015.8,3.9,,5:53 AM,16.1,West,22.2,280,2015-01-05 05:53:00,1,5,21,Regular
97,2015-01-05 06:00:00,26.33333333,Scattered Clouds,2015-01-05 11:53:00<br />,-7.8,,46.3,45.0,,1017.3,3.3,,6:53 AM,16.1,West,24.1,280,2015-01-05 06:53:00,1,6,80,Regular
98,2015-01-05 07:00:00,24.33333333,Mostly Cloudy,2015-01-05 12:53:00<br />,-8.9,,48.2,44.0,,1019.3,2.2,,7:53 AM,16.1,WNW,25.9,300,2015-01-05 07:53:00,1,7,45,Regular
99,2015-01-05 08:00:00,29.05,Overcast,2015-01-05 13:53:00<br />,-10.0,,44.4,41.0,,1020.4,2.2,,8:53 AM,16.1,WNW,27.8,300,2015-01-05 08:53:00,1,8,43,Regular
100,2015-01-05 09:00:00,28.28333333,Partly Cloudy,2015-01-05 14:53:00<br />,-10.0,,42.6,41.0,,1021.2,2.2,,9:53 AM,16.1,West,25.9,280,2015-01-05 09:53:00,1,9,64,Regular
101,2015-01-05 10:00:00,28.30833333,Clear,2015-01-05 15:53:00<br />,-12.2,,42.6,34.0,,1021.5,2.2,,10:53 AM,16.1,WNW,18.5,290,2015-01-05 10:53:00,1,10,95,Regular
102,2015-01-05 11:00:00,28.54166667,Clear,2015-01-05 16:53:00<br />,-12.8,,42.6,34.0,,1021.1,1.7,,11:53 AM,16.1,WNW,24.1,290,2015-01-05 11:53:00,1,11,88,Regular
103,2015-01-05 12:00:00,34.7,Scattered Clouds,2015-01-05 17:53:00<br />,-12.2,,40.7,34.0,,1021.0,2.2,,12:53 PM,16.1,WNW,24.1,290,2015-01-05 12:53:00,1,12,19,Regular
104,2015-01-05 13:00:00,24.175,Partly Cloudy,2015-01-05 18:53:00<br />,-13.3,,46.3,33.0,,1021.6,1.7,,1:53 PM,16.1,NW,27.8,310,2015-01-05 13:53:00,1,13,30,Regular
105,2015-01-05 14:00:00,33.125,Scattered Clouds,2015-01-05 19:53:00<br />,-14.4,,48.2,32.0,,1022.9,0.6,,2:53 PM,16.1,NW,31.5,310,2015-01-05 14:53:00,1,14,10,Regular
106,2015-01-05 15:00:00,26.39166667,Clear,2015-01-05 20:53:00<br />,-15.0,,40.7,32.0,,1024.2,0.0,,3:53 PM,16.1,NW,29.6,320,2015-01-05 15:53:00,1,15,45,Regular
107,2015-01-05 16:00:00,39.48333333,Clear,2015-01-05 21:53:00<br />,-16.1,,35.2,32.0,,1024.9,-1.1,,4:53 PM,16.1,WNW,14.8,290,2015-01-05 16:53:00,1,16,33,Regular
108,2015-01-05 17:00:00,33.30833333,Clear,2015-01-05 22:53:00<br />,-16.1,,37.0,33.0,,1026.7,-1.7,,5:53 PM,16.1,WNW,25.9,300,2015-01-05 17:53:00,1,17,68,Regular
109,2015-01-05 18:00:00,33.88333333,Clear,2015-01-05 23:53:00<br />,-17.8,,40.7,31.0,,1028.2,-2.8,,6:53 PM,16.1,WNW,27.8,300,2015-01-05 18:53:00,1,18,12,Regular
110,2015-01-05 19:00:00,31.50833333,Clear,2015-01-06 00:53:00<br />,-16.7,,29.6,37.0,,1028.1,-3.9,,7:53 PM,16.1,WNW,13.0,300,2015-01-05 19:53:00,1,19,97,Regular
111,2015-01-05 20:00:00,30.59166667,Clear,2015-01-06 01:53:00<br />,-17.8,,31.5,35.0,,1028.8,-4.4,,8:53 PM,16.1,WNW,20.4,290,2015-01-05 20:53:00,1,20,72,Regular
112,2015-01-05 21:00:00,41.34166667,Clear,2015-01-06 02:53:00<br />,-17.8,,-,37.0,,1029.3,-5.0,,9:53 PM,16.1,WNW,16.7,290,2015-01-05 21:53:00,1,21,18,Regular
113,2015-01-05 22:00:00,39.025,Clear,2015-01-06 03:53:00<br />,-17.8,,-,37.0,,1029.5,-5.0,,10:53 PM,16.1,WNW,14.8,300,2015-01-05 22:53:00,1,22,67,Regular
114,2015-01-05 23:00:00,35.78333333,Clear,2015-01-06 04:53:00<br />,-17.8,,-,38.0,,1029.6,-5.6,,11:53 PM,16.1,NW,11.1,310,2015-01-05 23:53:00,1,23,98,Regular
115,2015-01-06 00:00:00,34.75,Clear,2015-01-06 05:53:00<br />,-17.2,,-,44.0,,1029.9,-6.7,,12:53 AM,16.1,WNW,11.1,300,2015-01-06 00:53:00,2,0,16,Regular
116,2015-01-06 01:00:00,44.925,Clear,2015-01-06 06:53:00<br />,-17.2,,-,46.0,,1029.6,-7.2,,1:53 AM,16.1,NW,7.4,310,2015-01-06 01:53:00,2,1,16,Regular
117,2015-01-06 02:00:00,38.08333333,Clear,2015-01-06 07:53:00<br />,-17.2,,-,46.0,,1029.3,-7.2,,2:53 AM,16.1,NW,5.6,310,2015-01-06 02:53:00,2,2,22,Regular
118,2015-01-06 03:00:00,39.25,Clear,2015-01-06 08:53:00<br />,-16.7,,-,47.0,,1029.0,-7.2,,3:53 AM,16.1,NW,7.4,310,2015-01-06 03:53:00,2,3,24,Regular
119,2015-01-06 04:00:00,40.83333333,Overcast,2015-01-06 09:53:00<br />,-16.7,,-,47.0,,1028.0,-7.2,,4:53 AM,16.1,NW,9.3,310,2015-01-06 04:53:00,2,4,41,Regular
120,2015-01-06 05:00:00,35.93333333,Overcast,2015-01-06 10:53:00<br />,-16.7,,-,46.0,,1029.1,-6.7,,5:53 AM,14.5,West,9.3,270,2015-01-06 05:53:00,2,5,35,Regular
121,2015-01-06 06:00:00,35.91666667,Light Snow,2015-01-06 11:53:00<br />,-15.0,Snow,-,54.0,0.0,1028.4,-7.2,,6:53 AM,6.4,WNW,13.0,290,2015-01-06 06:53:00,2,6,80,Regular
122,2015-01-06 07:00:00,32.9,Light Snow,2015-01-06 12:05:00<br />,-13.9,Snow,-,62.0,0.0,1028.0,-7.8,,7:05 AM,6.4,Variable,7.4,0,2015-01-06 07:05:00,2,7,73,Regular
123,2015-01-06 08:00:00,36.025,Light Snow,2015-01-06 13:18:00<br />,-11.1,Snow,-,81.0,0.0,1027.3,-8.3,,8:18 AM,2.4,NNW,5.6,330,2015-01-06 08:18:00,2,8,87,Regular
124,2015-01-06 09:00:00,28.99166667,Light Snow,2015-01-06 14:27:00<br />,-10.6,Snow,-,81.0,0.0,1027.3,-7.8,,9:27 AM,1.6,Calm,Calm,0,2015-01-06 09:27:00,2,9,65,Regular
