,timestamp,energy,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeBST,TimeGMT,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp.1,weekday,hour
29,2014-12-02 05:00:00,3.73700002,Scattered Clouds,2014-12-02 05:20:00<br />,6.0,,-,87.0,,1017,8.0,,5:20 AM,10.0,NNW,18.5,340,2014-12-02 05:20:00,2,5
30,2014-12-02 06:00:00,4.40200002,Scattered Clouds,2014-12-02 06:20:00<br />,5.0,,-,81.0,,1018,8.0,,6:20 AM,10.0,North,18.5,360,2014-12-02 06:20:00,2,6
31,2014-12-02 07:00:00,5.63400006,Partly Cloudy,2014-12-02 07:20:00<br />,3.0,,-,71.0,,1019,8.0,,7:20 AM,10.0,North,27.8,360,2014-12-02 07:20:00,2,7
32,2014-12-02 08:00:00,9.96700008,Partly Cloudy,2014-12-02 08:20:00<br />,3.0,,-,71.0,,1020,8.0,,8:20 AM,10.0,North,24.1,360,2014-12-02 08:20:00,2,8
33,2014-12-02 09:00:00,16.8289999,Partly Cloudy,2014-12-02 09:20:00<br />,2.0,,-,66.0,,1020,8.0,,9:20 AM,10.0,North,25.9,360,2014-12-02 09:20:00,2,9
34,2014-12-02 10:00:00,20.888,Partly Cloudy,2014-12-02 10:20:00<br />,2.0,,-,66.0,,1021,8.0,,10:20 AM,10.0,North,29.6,10,2014-12-02 10:20:00,2,10
35,2014-12-02 11:00:00,20.0259995,Partly Cloudy,2014-12-02 11:20:00<br />,1.0,,-,62.0,,1022,8.0,,11:20 AM,10.0,North,31.5,10,2014-12-02 11:20:00,2,11
36,2014-12-02 12:00:00,20.9429997,Partly Cloudy,2014-12-02 12:20:00<br />,1.0,,-,62.0,,1022,8.0,,12:20 PM,10.0,North,31.5,10,2014-12-02 12:20:00,2,12
37,2014-12-02 13:00:00,18.9260003,Partly Cloudy,2014-12-02 13:20:00<br />,1.0,,-,62.0,,1023,8.0,,1:20 PM,10.0,North,25.9,360,2014-12-02 13:20:00,2,13
38,2014-12-02 14:00:00,17.02599991,Unknown,2014-12-02 14:20:00<br />,0.0,,-,57.0,,1023,8.0,,2:20 PM,10.0,North,24.1,10,2014-12-02 14:20:00,2,14
39,2014-12-02 15:00:00,16.49399992,Unknown,2014-12-02 15:20:00<br />,-1.0,,-,57.0,,1024,7.0,,3:20 PM,10.0,North,22.2,360,2014-12-02 15:20:00,2,15
40,2014-12-02 16:00:00,16.6199999,Unknown,2014-12-02 16:20:00<br />,-2.0,,-,57.0,,1024,6.0,,4:20 PM,10.0,North,18.5,360,2014-12-02 16:20:00,2,16
41,2014-12-02 17:00:00,15.40299998,Unknown,2014-12-02 17:20:00<br />,-2.0,,-,61.0,,1025,5.0,,5:20 PM,10.0,North,22.2,360,2014-12-02 17:20:00,2,17
42,2014-12-02 18:00:00,8.66400002,Unknown,2014-12-02 18:20:00<br />,-1.0,,-,65.0,,1025,5.0,,6:20 PM,10.0,North,18.5,10,2014-12-02 18:20:00,2,18
43,2014-12-02 19:00:00,10.38000012,Unknown,2014-12-02 19:20:00<br />,-1.0,,-,70.0,,1026,4.0,,7:20 PM,10.0,North,13.0,10,2014-12-02 19:20:00,2,19
44,2014-12-02 20:00:00,4.78400003,Unknown,2014-12-02 20:20:00<br />,-1.0,,-,70.0,,1026,4.0,,8:20 PM,10.0,North,13.0,360,2014-12-02 20:20:00,2,20
45,2014-12-02 21:00:00,4.06000003,Unknown,2014-12-02 21:20:00<br />,-1.0,,-,75.0,,1027,3.0,,9:20 PM,10.0,North,20.4,350,2014-12-02 21:20:00,2,21
46,2014-12-02 22:00:00,3.95600002,Unknown,2014-12-02 22:20:00<br />,-1.0,,-,75.0,,1027,3.0,,10:20 PM,10.0,North,18.5,350,2014-12-02 22:20:00,2,22
47,2014-12-02 23:00:00,3.925,Unknown,2014-12-02 23:20:00<br />,-1.0,,-,75.0,,1027,3.0,,11:20 PM,10.0,North,13.0,360,2014-12-02 23:20:00,2,23
48,2014-12-03 00:00:00,3.61500002,Unknown,2014-12-03 00:20:00<br />,-1.0,,-,75.0,,1027,3.0,,12:20 AM,10.0,North,11.1,10,2014-12-03 00:20:00,3,0
49,2014-12-03 01:00:00,3.81800004,Unknown,2014-12-03 01:20:00<br />,-2.0,,-,70.0,,1027,3.0,,1:20 AM,10.0,North,14.8,10,2014-12-03 01:20:00,3,1
50,2014-12-03 02:00:00,3.46699996,Unknown,2014-12-03 02:20:00<br />,-2.0,,-,70.0,,1027,3.0,,2:20 AM,10.0,North,18.5,10,2014-12-03 02:20:00,3,2
51,2014-12-03 03:00:00,4.14200004,Unknown,2014-12-03 03:20:00<br />,-2.0,,-,70.0,,1027,3.0,,3:20 AM,10.0,North,14.8,360,2014-12-03 03:20:00,3,3
52,2014-12-03 04:00:00,3.61699995,Unknown,2014-12-03 04:20:00<br />,-2.0,,-,75.0,,1027,2.0,,4:20 AM,10.0,North,14.8,350,2014-12-03 04:20:00,3,4
53,2014-12-03 05:00:00,4.57499994,Unknown,2014-12-03 05:20:00<br />,-3.0,,-,70.0,,1027,2.0,,5:20 AM,10.0,North,14.8,360,2014-12-03 05:20:00,3,5
54,2014-12-03 06:00:00,5.34600005,Unknown,2014-12-03 06:20:00<br />,-3.0,,-,70.0,,1027,2.0,,6:20 AM,10.0,North,14.8,350,2014-12-03 06:20:00,3,6
55,2014-12-03 07:00:00,6.01800013,Unknown,2014-12-03 07:20:00<br />,-2.0,,-,75.0,,1027,2.0,,7:20 AM,10.0,North,16.7,350,2014-12-03 07:20:00,3,7
56,2014-12-03 08:00:00,10.80399994,Unknown,2014-12-03 08:20:00<br />,-2.0,,-,75.0,,1027,2.0,,8:20 AM,10.0,North,16.7,360,2014-12-03 08:20:00,3,8
57,2014-12-03 09:00:00,15.288999800000003,Unknown,2014-12-03 09:20:00<br />,-2.0,,-,65.0,,1027,4.0,,9:20 AM,10.0,North,14.8,360,2014-12-03 09:20:00,3,9
58,2014-12-03 10:00:00,16.23899978,Unknown,2014-12-03 10:20:00<br />,-1.0,,-,65.0,,1027,5.0,,10:20 AM,10.0,North,11.1,360,2014-12-03 10:20:00,3,10
59,2014-12-03 11:00:00,19.893,Unknown,2014-12-03 11:20:00<br />,-1.0,,-,57.0,,1026,7.0,,11:20 AM,10.0,North,9.3,360,2014-12-03 11:20:00,3,11
60,2014-12-03 12:00:00,18.724,Unknown,2014-12-03 12:20:00<br />,0.0,,-,57.0,,1026,8.0,,12:20 PM,10.0,NE,11.1,40,2014-12-03 12:20:00,3,12
61,2014-12-03 13:00:00,17.22200019,Unknown,2014-12-03 13:20:00<br />,1.0,,-,62.0,,1025,8.0,,1:20 PM,10.0,NE,20.4,50,2014-12-03 13:20:00,3,13
62,2014-12-03 14:00:00,16.43000032,Unknown,2014-12-03 14:20:00<br />,2.0,,-,66.0,,1024,8.0,,2:20 PM,10.0,NE,13.0,40,2014-12-03 14:20:00,3,14
63,2014-12-03 15:00:00,16.21700013,Unknown,2014-12-03 15:20:00<br />,1.0,,-,66.0,,1024,7.0,,3:20 PM,10.0,NE,16.7,40,2014-12-03 15:20:00,3,15
64,2014-12-03 16:00:00,18.72900011,Scattered Clouds,2014-12-03 16:20:00<br />,1.0,,-,76.0,,1024,5.0,,4:20 PM,10.0,NNE,11.1,30,2014-12-03 16:20:00,3,16
65,2014-12-03 17:00:00,16.47200008,Unknown,2014-12-03 17:20:00<br />,0.0,,-,75.0,,1024,4.0,,5:20 PM,10.0,North,11.1,10,2014-12-03 17:20:00,3,17
66,2014-12-03 18:00:00,12.31900009,Unknown,2014-12-03 18:20:00<br />,0.0,,-,81.0,,1023,3.0,,6:20 PM,10.0,North,14.8,360,2014-12-03 18:20:00,3,18
67,2014-12-03 19:00:00,10.84999991,Unknown,2014-12-03 19:20:00<br />,0.0,,-,81.0,,1023,3.0,,7:20 PM,10.0,North,13.0,10,2014-12-03 19:20:00,3,19
68,2014-12-03 20:00:00,4.36499998,Mostly Cloudy,2014-12-03 20:20:00<br />,1.0,,-,87.0,,1023,3.0,,8:20 PM,10.0,NNE,18.5,20,2014-12-03 20:20:00,3,20
69,2014-12-03 21:00:00,3.73,Overcast,2014-12-03 21:20:00<br />,1.0,,-,81.0,,1022,4.0,,9:20 PM,10.0,NNE,14.8,20,2014-12-03 21:20:00,3,21
70,2014-12-03 22:00:00,3.65700001,Overcast,2014-12-03 22:20:00<br />,2.0,,-,87.0,,1022,4.0,,10:20 PM,10.0,NNE,11.1,20,2014-12-03 22:20:00,3,22
71,2014-12-03 23:00:00,3.83400001,Overcast,2014-12-03 23:20:00<br />,2.0,,-,81.0,,1021,5.0,,11:20 PM,10.0,NNE,14.8,30,2014-12-03 23:20:00,3,23
72,2014-12-04 00:00:00,3.47899999,Overcast,2014-12-04 00:20:00<br />,2.0,,-,87.0,,1020,4.0,,12:20 AM,10.0,NNE,13.0,30,2014-12-04 00:20:00,4,0
73,2014-12-04 01:00:00,3.4330000000000003,Overcast,2014-12-04 01:20:00<br />,2.0,,-,87.0,,1019,4.0,,1:20 AM,10.0,NNE,14.8,30,2014-12-04 01:20:00,4,1
74,2014-12-04 02:00:00,3.957,Overcast,2014-12-04 02:20:00<br />,3.0,,-,87.0,,1019,5.0,,2:20 AM,10.0,NNE,13.0,30,2014-12-04 02:20:00,4,2
75,2014-12-04 03:00:00,3.40999999,Overcast,2014-12-04 03:20:00<br />,2.0,,-,81.0,,1019,5.0,,3:20 AM,10.0,NNE,11.1,30,2014-12-04 03:20:00,4,3
76,2014-12-04 04:00:00,3.588,Overcast,2014-12-04 04:20:00<br />,2.0,,-,81.0,,1018,5.0,,4:20 AM,10.0,NNE,11.1,30,2014-12-04 04:20:00,4,4
77,2014-12-04 05:00:00,4.33500003,Overcast,2014-12-04 05:20:00<br />,2.0,,-,87.0,,1017,4.0,,5:20 AM,10.0,NNE,9.3,20,2014-12-04 05:20:00,4,5
78,2014-12-04 06:00:00,4.86200003,Overcast,2014-12-04 06:20:00<br />,3.0,,-,87.0,,1017,5.0,,6:20 AM,10.0,NNE,11.1,20,2014-12-04 06:20:00,4,6
79,2014-12-04 07:00:00,5.57199999,Overcast,2014-12-04 07:20:00<br />,3.0,,-,93.0,,1017,4.0,,7:20 AM,10.0,NNE,5.6,20,2014-12-04 07:20:00,4,7
80,2014-12-04 08:00:00,11.06299997,Overcast,2014-12-04 08:20:00<br />,2.0,,-,81.0,,1017,5.0,,8:20 AM,10.0,NE,11.1,40,2014-12-04 08:20:00,4,8
81,2014-12-04 09:00:00,17.05599991,Overcast,2014-12-04 09:20:00<br />,3.0,,-,87.0,,1017,5.0,,9:20 AM,10.0,NE,9.3,50,2014-12-04 09:20:00,4,9
82,2014-12-04 10:00:00,20.51000011,Overcast,2014-12-04 10:20:00<br />,3.0,,-,87.0,,1017,5.0,,10:20 AM,10.0,NE,11.1,50,2014-12-04 10:20:00,4,10
83,2014-12-04 11:00:00,21.7409998,Overcast,2014-12-04 11:20:00<br />,3.0,,-,81.0,,1016,6.0,,11:20 AM,10.0,NE,11.1,50,2014-12-04 11:20:00,4,11
84,2014-12-04 12:00:00,22.02799999,Overcast,2014-12-04 12:20:00<br />,2.0,,-,76.0,,1015,6.0,,12:20 PM,10.0,ENE,13.0,60,2014-12-04 12:20:00,4,12
85,2014-12-04 13:00:00,21.25899991,Overcast,2014-12-04 13:20:00<br />,2.0,,-,76.0,,1015,6.0,,1:20 PM,10.0,NNE,9.3,30,2014-12-04 13:20:00,4,13
86,2014-12-04 14:00:00,18.25199992,Overcast,2014-12-04 14:20:00<br />,2.0,,-,76.0,,1015,6.0,,2:20 PM,10.0,ENE,9.3,60,2014-12-04 14:20:00,4,14
87,2014-12-04 15:00:00,20.46099981,Overcast,2014-12-04 15:20:00<br />,2.0,,-,76.0,,1014,6.0,,3:20 PM,10.0,East,9.3,80,2014-12-04 15:20:00,4,15
88,2014-12-04 16:00:00,22.40200008,Overcast,2014-12-04 16:20:00<br />,2.0,,-,81.0,,1014,5.0,,4:20 PM,10.0,ENE,9.3,70,2014-12-04 16:20:00,4,16
89,2014-12-04 17:00:00,17.32600005,Overcast,2014-12-04 17:20:00<br />,2.0,,-,81.0,,1015,5.0,,5:20 PM,10.0,NE,5.6,50,2014-12-04 17:20:00,4,17
90,2014-12-04 18:00:00,12.90100005,Overcast,2014-12-04 18:20:00<br />,2.0,,-,81.0,,1015,5.0,,6:20 PM,9.0,North,5.6,360,2014-12-04 18:20:00,4,18
91,2014-12-04 19:00:00,11.84499983,Overcast,2014-12-04 19:20:00<br />,2.0,,-,87.0,,1015,4.0,,7:20 PM,8.0,Variable,5.6,0,2014-12-04 19:20:00,4,19
92,2014-12-04 20:00:00,3.95500001,Overcast,2014-12-04 20:20:00<br />,2.0,,-,87.0,,1016,4.0,,8:20 PM,8.0,North,5.6,350,2014-12-04 20:20:00,4,20
93,2014-12-04 21:00:00,3.45600002,Overcast,2014-12-04 21:20:00<br />,2.0,,-,87.0,,1016,4.0,,9:20 PM,8.0,NNW,7.4,330,2014-12-04 21:20:00,4,21
94,2014-12-04 22:00:00,3.55400003,Overcast,2014-12-04 22:20:00<br />,2.0,,-,87.0,,1016,4.0,,10:20 PM,9.0,NNW,11.1,330,2014-12-04 22:20:00,4,22
95,2014-12-04 23:00:00,4.01600003,Overcast,2014-12-04 23:20:00<br />,2.0,,-,87.0,,1016,4.0,,11:20 PM,10.0,NW,5.6,320,2014-12-04 23:20:00,4,23
96,2014-12-05 00:00:00,3.40700008,Overcast,2014-12-05 00:20:00<br />,2.0,,-,87.0,,1017,4.0,,12:20 AM,10.0,North,5.6,360,2014-12-05 00:20:00,5,0
97,2014-12-05 01:00:00,3.89300002,Overcast,2014-12-05 01:20:00<br />,1.0,,-,81.0,,1017,4.0,,1:20 AM,10.0,NNW,11.1,340,2014-12-05 01:20:00,5,1
98,2014-12-05 02:00:00,3.72399998,Mostly Cloudy,2014-12-05 02:20:00<br />,1.0,,-,87.0,,1018,3.0,,2:20 AM,10.0,NW,11.1,320,2014-12-05 02:20:00,5,2
99,2014-12-05 03:00:00,3.65500004,Unknown,2014-12-05 03:20:00<br />,0.0,,-,81.0,,1018,3.0,,3:20 AM,10.0,NW,9.3,320,2014-12-05 03:20:00,5,3
100,2014-12-05 04:00:00,3.49900004,Unknown,2014-12-05 04:20:00<br />,0.0,,-,81.0,,1018,3.0,,4:20 AM,10.0,North,9.3,350,2014-12-05 04:20:00,5,4
101,2014-12-05 05:00:00,4.207,Mostly Cloudy,2014-12-05 05:20:00<br />,0.0,,-,87.0,,1019,2.0,,5:20 AM,10.0,NW,13.0,310,2014-12-05 05:20:00,5,5
102,2014-12-05 06:00:00,5.09200005,Scattered Clouds,2014-12-05 06:20:00<br />,0.0,,-,81.0,,1019,3.0,,6:20 AM,10.0,WNW,14.8,300,2014-12-05 06:20:00,5,6
103,2014-12-05 07:00:00,5.30199999,Overcast,2014-12-05 07:20:00<br />,1.0,,-,81.0,,1019,4.0,,7:20 AM,10.0,WNW,13.0,300,2014-12-05 07:20:00,5,7
104,2014-12-05 08:00:00,10.642999900000001,Mostly Cloudy,2014-12-05 08:20:00<br />,1.0,,-,81.0,,1020,4.0,,8:20 AM,10.0,NW,11.1,310,2014-12-05 08:20:00,5,8
105,2014-12-05 09:00:00,16.4450003,Mostly Cloudy,2014-12-05 09:20:00<br />,2.0,,-,81.0,,1021,5.0,,9:20 AM,10.0,WNW,16.7,300,2014-12-05 09:20:00,5,9
106,2014-12-05 10:00:00,19.407000399999998,Partly Cloudy,2014-12-05 10:20:00<br />,3.0,,-,81.0,,1021,6.0,,10:20 AM,10.0,NW,18.5,310,2014-12-05 10:20:00,5,10
107,2014-12-05 11:00:00,20.9780004,Scattered Clouds,2014-12-05 11:20:00<br />,3.0,,-,76.0,,1022,7.0,,11:20 AM,10.0,NW,22.2,320,2014-12-05 11:20:00,5,11
108,2014-12-05 12:00:00,22.3260001,Unknown,2014-12-05 12:20:00<br />,2.0,,-,66.0,,1022,8.0,,12:20 PM,10.0,NNW,27.8,330,2014-12-05 12:20:00,5,12
109,2014-12-05 13:00:00,21.62700008,Unknown,2014-12-05 13:20:00<br />,1.0,,-,62.0,,1022,8.0,,1:20 PM,10.0,NW,25.9,320,2014-12-05 13:20:00,5,13
110,2014-12-05 14:00:00,17.98400022,Unknown,2014-12-05 14:20:00<br />,1.0,,-,62.0,,1022,8.0,,2:20 PM,10.0,NW,24.1,320,2014-12-05 14:20:00,5,14
111,2014-12-05 15:00:00,18.08999999,Unknown,2014-12-05 15:20:00<br />,1.0,,-,66.0,,1023,7.0,,3:20 PM,10.0,NW,16.7,310,2014-12-05 15:20:00,5,15
112,2014-12-05 16:00:00,14.68700009,Unknown,2014-12-05 16:20:00<br />,2.0,,-,76.0,,1023,6.0,,4:20 PM,10.0,WNW,20.4,300,2014-12-05 16:20:00,5,16
113,2014-12-05 17:00:00,11.95300005,Partly Cloudy,2014-12-05 17:20:00<br />,2.0,,-,81.0,,1023,5.0,,5:20 PM,10.0,WNW,24.1,300,2014-12-05 17:20:00,5,17
114,2014-12-05 18:00:00,9.03200002,Unknown,2014-12-05 18:20:00<br />,2.0,,-,87.0,,1024,4.0,,6:20 PM,10.0,NW,16.7,310,2014-12-05 18:20:00,5,18
115,2014-12-05 19:00:00,4.75900004,Scattered Clouds,2014-12-05 19:20:00<br />,2.0,,-,93.0,,1024,3.0,,7:20 PM,10.0,NW,16.7,320,2014-12-05 19:20:00,5,19
116,2014-12-05 20:00:00,3.40700003,Partly Cloudy,2014-12-05 20:20:00<br />,1.0,,-,93.0,,1025,2.0,,8:20 PM,10.0,WNW,16.7,290,2014-12-05 20:20:00,5,20
117,2014-12-05 21:00:00,2.952,Unknown,2014-12-05 21:20:00<br />,2.0,,-,93.0,,1025,3.0,,9:20 PM,10.0,WNW,11.1,300,2014-12-05 21:20:00,5,21
118,2014-12-05 22:00:00,3.06800004,Unknown,2014-12-05 22:20:00<br />,1.0,,-,87.0,,1026,3.0,,10:20 PM,10.0,NW,13.0,310,2014-12-05 22:20:00,5,22
119,2014-12-05 23:00:00,2.81500005,Unknown,2014-12-05 23:20:00<br />,0.0,,-,87.0,,1027,2.0,,11:20 PM,10.0,NW,18.5,320,2014-12-05 23:20:00,5,23
120,2014-12-06 00:00:00,2.758,Unknown,2014-12-06 00:20:00<br />,0.0,,-,87.0,,1027,2.0,,12:20 AM,10.0,NNW,16.7,340,2014-12-06 00:20:00,6,0
121,2014-12-06 01:00:00,3.11900003,Unknown,2014-12-06 01:20:00<br />,1.0,,-,87.0,,1027,3.0,,1:20 AM,10.0,North,9.3,350,2014-12-06 01:20:00,6,1
122,2014-12-06 02:00:00,2.89900002,Unknown,2014-12-06 02:20:00<br />,0.0,,-,87.0,,1027,2.0,,2:20 AM,10.0,NW,16.7,320,2014-12-06 02:20:00,6,2
123,2014-12-06 03:00:00,2.748,Unknown,2014-12-06 03:20:00<br />,0.0,,-,87.0,,1028,2.0,,3:20 AM,10.0,NW,16.7,320,2014-12-06 03:20:00,6,3
124,2014-12-06 04:00:00,2.91200004,Unknown,2014-12-06 04:20:00<br />,0.0,,-,93.0,,1028,1.0,,4:20 AM,10.0,NW,14.8,320,2014-12-06 04:20:00,6,4
125,2014-12-06 05:00:00,2.70100004,Unknown,2014-12-06 05:20:00<br />,1.0,,-,93.0,,1028,2.0,,5:20 AM,10.0,NW,16.7,310,2014-12-06 05:20:00,6,5
126,2014-12-06 06:00:00,2.77899998,Unknown,2014-12-06 06:20:00<br />,0.0,,-,87.0,,1029,2.0,,6:20 AM,10.0,NW,16.7,320,2014-12-06 06:20:00,6,6
127,2014-12-06 07:00:00,2.90500002,Unknown,2014-12-06 07:20:00<br />,0.0,,-,93.0,,1029,1.0,,7:20 AM,10.0,NNW,9.3,340,2014-12-06 07:20:00,6,7
128,2014-12-06 08:00:00,2.94100001,Unknown,2014-12-06 08:20:00<br />,1.0,,-,93.0,,1029,2.0,,8:20 AM,10.0,NNW,9.3,340,2014-12-06 08:20:00,6,8
129,2014-12-06 09:00:00,2.64200002,Unknown,2014-12-06 09:20:00<br />,2.0,,-,87.0,,1029,4.0,,9:20 AM,10.0,NNW,14.8,340,2014-12-06 09:20:00,6,9
130,2014-12-06 10:00:00,2.86100003,Unknown,2014-12-06 10:20:00<br />,4.0,,-,87.0,,1030,6.0,,10:20 AM,10.0,WNW,13.0,300,2014-12-06 10:20:00,6,10
131,2014-12-06 11:00:00,2.62600003,Clear,2014-12-06 11:20:00<br />,4.0,,-,81.0,,1029,7.0,,11:20 AM,-9999.0,WNW,9.3,290,2014-12-06 11:20:00,6,11
132,2014-12-06 12:00:00,3.28799998,Partly Cloudy,2014-12-06 12:20:00<br />,5.0,,-,81.0,,1029,8.0,,12:20 PM,10.0,WNW,14.8,290,2014-12-06 12:20:00,6,12
133,2014-12-06 13:00:00,2.43600002,Partly Cloudy,2014-12-06 13:20:00<br />,5.0,,-,76.0,,1028,9.0,,1:20 PM,10.0,WNW,13.0,290,2014-12-06 13:20:00,6,13
134,2014-12-06 14:00:00,2.58500001,Partly Cloudy,2014-12-06 14:20:00<br />,5.0,,-,76.0,,1028,9.0,,2:20 PM,10.0,WNW,9.3,290,2014-12-06 14:20:00,6,14
135,2014-12-06 15:00:00,3.18300003,Mostly Cloudy,2014-12-06 15:20:00<br />,6.0,,-,87.0,,1028,8.0,,3:20 PM,10.0,West,7.4,270,2014-12-06 15:20:00,6,15
